-4,5063638	-3,1862889
-2,7642151	6,749968
-5,4723327	-2,7260787
-3,4603599	7,1326078
-5,41299	-3,3549449
-3,2348346	7,1718501
-5,047186	-3,1078281
-3,0845406	7,6053435
2,7112945	5,2799937
-3,3331876	7,3127509
-5,3146499	-2,6752831
-4,7225922	-3,8985921
3,3231955	5,1628918
-5,3707011	-2,9573009
-4,7529303	-3,0216374
-3,109961	7,0962261
-6,3090612	-3,0828079
2,3639799	5,8146382
-6,3192264	-3,5013967
-3,7999191	6,6585314
-2,9789049	7,2915109
-3,7427669	7,0541306
-5,5799091	-2,9698463
2,3937845	5,3483211
-5,6747399	-2,8338152
-5,2839832	-2,3591081
-5,5174868	-3,004741
-3,0422072	7,1419657
-5,343956	-3,8566613
-5,2279605	-3,7251214
-4,6590218	-2,7659336
-5,9727133	-2,8412911
-5,2453831	-2,2582341
2,1891492	5,6176313
3,1019877	5,1222155
-5,3516627	-2,432329
-3,5568363	7,5193741
2,2648588	5,5980373
-4,9589573	-2,5649029
-5,5469909	-3,1180144
-5,244563	-2,9657357
-3,1782819	7,0101914
-3,3718308	7,0088936
2,2994128	5,0564762
-3,5014147	7,3070057
-4,8990615	-2,9892585
-5,2189581	-2,3518303
-5,097056	-3,0128563
3,2623391	5,2749145
-5,3242489	-3,0148719
-5,8013433	-3,3263922
-3,9691496	7,055712
-2,7517176	7,0463934
3,0252826	5,3978086
-5,370377	-3,387823
-5,0225022	-3,5837128
-5,5258239	-3,2818487
-5,4122887	-2,5803008
-4,8820514	-3,3637418
-3,2855838	6,9211743
-2,5900064	7,6680071
-4,7919133	-2,7942522
-3,6154414	7,4637808
2,5210673	5,4703538
-5,058201	-2,512369
-6,045793	-2,4986428
-3,6998349	7,5126775
-4,9162483	-3,4052254
-3,6192919	7,2550059
-3,6888505	7,3675108
-5,6147454	-2,5777941
-3,6076172	6,9932393
2,1781614	5,4326577
-5,3940735	-2,9475933
2,4477954	5,5872994
-5,4638778	-3,085018
-3,1131699	6,6989548
-5,0068513	-2,6532207
-5,5260037	-3,2805397
-5,2174777	-3,2619525
-2,8253536	7,8858307
-3,11006	6,8085675
-3,5096306	7,4521916
-4,9558254	-2,3929543
-3,8860383	6,6878047
-5,0560089	-2,6014526
-2,92914	6,8908027
-4,4017481	-2,9168172
-4,5265201	-2,3276475
-5,1300958	-2,8074423
-5,4268275	-2,984281
-5,2957576	-3,1985363
-3,7745323	6,8447299
-2,6447081	6,9202039
-5,3286268	-2,4764168
2,6907387	5,3185185
-4,9370598	-2,5310857
-5,806408	-2,6327917
-5,4726436	-2,7890542
-3,5218942	6,8805778
-2,7795175	7,5040429
2,6808989	5,3210497
-3,3531946	7,4851498
-4,9042138	-3,0443326
-4,9001241	-2,9326647
2,6010833	5,4828809
-5,0392635	-3,279282
-4,6647781	-2,509958
-5,8019042	-3,496603
-3,4885427	7,9509311
-4,7758522	-2,3287119
-5,4260745	-3,18872
-5,1798357	-3,3006839
-3,6061468	6,7654233
-5,4917075	-2,8107586
-5,4623763	-3,2549324
-5,3020727	-2,8966245
-6,0729436	-3,1619315
2,7795703	5,1380321
-4,1916302	6,5718112
-3,5733883	6,9696104
2,6067753	5,5179096
-2,9590463	7,8802401
-4,6893666	-2,7778549
-4,9473387	-3,3781435
-5,6730482	-2,9669338
-5,4629807	-2,4711106
-5,0671985	-2,3764058
-5,5279297	-2,856134
-4,5065955	7,1702532
-4,8433778	-2,7890877
-3,7226871	6,9489386
-4,5909765	-2,514444
-4,4079946	-2,5614503
-3,0062788	7,7726342
-5,3533103	-3,4165377
-5,3780569	-2,3964866
-5,419386	-3,6616874
-6,1851657	-3,2855198
-5,6776462	-3,6944285
2,3653312	5,6877768
2,3324499	5,2190346
2,6640081	5,3621075
-6,3617961	-3,9118835
-5,433911	-2,5808649
-4,8947378	-3,377229
2,3684187	5,5125083
-4,591494	-3,2081962
-4,6365563	-3,3483879
-3,3023133	6,9115471
-4,5986936	-2,9530285
-4,5534621	-2,5918641
-3,2677401	6,4798298
-5,9880001	-2,5026585
-4,6308229	-4,0137747
-5,4700753	-2,8389838
-3,9226551	7,2029698
-4,8432102	-2,6060977
-5,9200456	-2,9502508
2,3060895	5,6070171
-3,6723533	7,620513
-3,6514919	6,8951945
-5,4688026	-2,6964837
-5,2274905	-2,6264357
-5,5061681	-2,4725921
-3,1765966	6,8227014
-3,4737876	8,1109709
-5,265094	-2,7400703
-5,8427983	-3,4558864
-3,3735641	7,2851056
-6,2918475	-3,2777944
-4,9489248	-2,6018379
-4,8976773	-2,893401
-4,437888	-2,9167216
-4,939756	-2,6153156
2,3184368	5,4732347
-6,8573434	-2,7328154
-5,3541622	-3,3809771
-5,4536463	-3,2786199
-4,5283669	-2,8465177
-3,7309529	7,179966
-3,2724743	6,9697713
2,6395933	5,4313299
2,4496501	5,5737526
-2,8296044	7,3728283
-5,1308807	-2,7073242
-3,45287	7,1409937
-5,542609	-3,0424508
-4,0902478	7,4498748
2,6829012	5,6878435
-3,9141681	7,634837
-2,6105899	6,660216
-5,2859758	-3,1189097
-4,1886115	-2,4106506
-5,1767976	-3,5200313
-4,6776467	-3,3407896
-3,0627353	6,9251251
-5,7555234	-3,5401441
-3,6511121	6,9088456
-2,8190223	7,854384
-3,6228564	7,1953003
-4,223648	6,9568381
-5,4497045	-3,1847053
-4,8211217	-2,3088142
-4,8953337	-2,5148066
-4,3642109	-2,6694333
-4,7261219	-2,7639223
-3,2236622	7,5275461
-5,858747	-3,8327549
2,4314508	5,635652
-4,7732132	-2,5666033
-5,1998252	-2,5876693
-5,0512737	-3,1917349
2,9140045	5,492856
-5,4369908	-4,2250561
-5,8928111	-3,248666
-5,6378878	-3,3548589
-5,2442207	-3,1781255
2,5864532	5,620857
-4,9690236	-3,7215964
2,6772862	5,6378363
-4,9749701	-3,0055619
-4,2964161	-2,8070458
-5,1362999	-3,8062586
-4,5445293	-2,9226531
-5,0708472	-2,8658011
-4,7783605	-3,344171
1,9948974	5,5785414
-5,5982746	-3,2059902
-3,5779701	7,5343175
-4,3718854	-2,7664168
-4,7662554	-2,8219187
-5,8491591	-3,1242221
-4,6374452	-2,9024399
-4,9847976	-3,7581273
-3,2850972	7,6712946
-6,0962745	-3,5574747
-2,4672434	7,2500812
-4,6694624	-2,6985458
-5,013653	-2,523094
-5,0070839	-3,5327727
-5,9019476	-2,6588584
2,5663755	5,4223208
-2,4447696	7,5486314
-5,5833743	-2,9403186
-3,1190912	7,7698799
-5,5565266	-2,7104722
-4,8965676	-2,738499
-5,7205164	-3,0879061
-4,748233	-3,0764853
2,6664432	5,1647771
-6,1095795	-3,616501
